run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_url	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	ncbi_url	ncbi_free_egress	ncbi_access_type	aws_url	aws_free_egress	aws_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	source_name	strain	genotype	cell type	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR5799495	SRP110978	ImmGen ATAC-seq data	SRX2978962	GSM2692283: MF.226+II+480lo.PC#1; Mus musculus; ATAC-seq	GSM2692283: MF.226+II+480lo.PC#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332854		NextSeq 500	NextSeq 500	ILLUMINA	12779532	377022297	12779532	958464900	GSM2692283_r1	MF.226+II+480lo.PC.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799495.sralite.1	262959764	2020-03-26 12:47:02	461f1b868bfb8e91e6ae6e15f138d4ff	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799495.sralite.1	worldwide	anonymous	s3://sra-pub-src-4/SRR5799495/MF.226%2BII%2B480lo.PC.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799495/SRR5799495.zq.1	gs.US	gcp identity	GSM2692283	Peritoneal cavity	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799495/SRR5799495_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799495/SRR5799495_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799495/SRR5799495_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799495/SRR5799495_2.fastq.gz
SRR5799496	SRP110978	ImmGen ATAC-seq data	SRX2978963	GSM2692284: MF.226+II+480lo.PC#2; Mus musculus; ATAC-seq	GSM2692284: MF.226+II+480lo.PC#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332855		NextSeq 500	NextSeq 500	ILLUMINA	10295696	306467647	10295696	772177200	GSM2692284_r1	MF.226+II+480lo.PC.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799496.sralite.1	214544120	2020-03-26 12:47:18	72870df383a5c65f8ea7642547343f6b	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799496.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799496/MF.226%2BII%2B480lo.PC.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799496/SRR5799496.zq.1	gs.US	gcp identity	GSM2692284	Peritoneal cavity	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799496/SRR5799496_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799496/SRR5799496_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799496/SRR5799496_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799496/SRR5799496_2.fastq.gz
SRR5799497	SRP110978	ImmGen ATAC-seq data	SRX2978964	GSM2692285: MF.ICAM+480hi.PC#1; Mus musculus; ATAC-seq	GSM2692285: MF.ICAM+480hi.PC#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332856		NextSeq 500	NextSeq 500	ILLUMINA	15203866	452421669	15203866	1140289950	GSM2692285_r1	SRR5799497.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799497.sralite.1	287451097	2020-06-20 01:57:26	078980503c25e6496aad911a613b5d27	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799497.sralite.1	worldwide	anonymous	s3://sra-pub-zq-7/SRR5799497/SRR5799497.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799497/SRR5799497.zq.1	gs.US	gcp identity	GSM2692285	Peritoneal cavity	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799497/SRR5799497_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799497/SRR5799497_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799497/SRR5799497_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799497/SRR5799497_2.fastq.gz
SRR5799498	SRP110978	ImmGen ATAC-seq data	SRX2978965	GSM2692286: MF.ICAM+480hi.PC#2; Mus musculus; ATAC-seq	GSM2692286: MF.ICAM+480hi.PC#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332857		NextSeq 500	NextSeq 500	ILLUMINA	11270909	339985879	11270909	845318175	GSM2692286_r1	SRR5799498.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799498.sralite.1	213258930	2020-06-20 18:31:38	99261e10c5a5d50b48fb6dcc2222dc8b	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799498.sralite.1	worldwide	anonymous	s3://sra-pub-zq-6/SRR5799498/SRR5799498.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799498/SRR5799498.zq.1	gs.US	gcp identity	GSM2692286	Peritoneal cavity	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799498/SRR5799498_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799498/SRR5799498_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799498/SRR5799498_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799498/SRR5799498_2.fastq.gz
SRR5799499	SRP110978	ImmGen ATAC-seq data	SRX2978966	GSM2692287: MF.RP.Sp#1; Mus musculus; ATAC-seq	GSM2692287: MF.RP.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332858		NextSeq 500	NextSeq 500	ILLUMINA	12699185	377988677	12699185	952438875	GSM2692287_r1	SRR5799499.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799499.sralite.1	239979122	2020-06-23 05:28:41	538c166db0ce8c5b6f60e6ab7ec134e4	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799499.sralite.1	worldwide	anonymous	s3://sra-pub-zq-1/SRR5799499/SRR5799499.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799499/SRR5799499.zq.1	gs.US	gcp identity	GSM2692287	Spleen	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799499/SRR5799499_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799499/SRR5799499_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799499/SRR5799499_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799499/SRR5799499_2.fastq.gz
SRR5799500	SRP110978	ImmGen ATAC-seq data	SRX2978967	GSM2692288: MF.RP.Sp#2; Mus musculus; ATAC-seq	GSM2692288: MF.RP.Sp#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332859		NextSeq 500	NextSeq 500	ILLUMINA	8482525	253396861	8482525	636189375	GSM2692288_r1	SRR5799500.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799500.sralite.1	160445989	2020-06-20 01:54:58	473d9558a173600c6ab98dff452c3a96	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799500.sralite.1	worldwide	anonymous	s3://sra-pub-zq-7/SRR5799500/SRR5799500.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-6/SRR5799500/SRR5799500.zq.1	gs.US	gcp identity	GSM2692288	Spleen	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799500/SRR5799500_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799500/SRR5799500_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799500/SRR5799500_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799500/SRR5799500_2.fastq.gz
SRR5799501	SRP110978	ImmGen ATAC-seq data	SRX2978968	GSM2692289: DC.8+.Sp#1; Mus musculus; ATAC-seq	GSM2692289: DC.8+.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332861		NextSeq 500	NextSeq 500	ILLUMINA	13569674	396872476	13569674	1017725550	GSM2692289_r1	DC.8+.Sp.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799501.sralite.1	276877074	2020-03-26 12:18:07	b4a13269b78e7c593dfd92740434da2d	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799501.sralite.1	worldwide	anonymous	s3://sra-pub-src-4/SRR5799501/DC.8%2B.Sp.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799501/SRR5799501.zq.1	gs.US	gcp identity	GSM2692289	Spleen	C57BL/6		Dendritic Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799501/SRR5799501_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799501/SRR5799501_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799501/SRR5799501_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799501/SRR5799501_2.fastq.gz
SRR5799502	SRP110978	ImmGen ATAC-seq data	SRX2978969	GSM2692290: DC.4+.Sp#1; Mus musculus; ATAC-seq	GSM2692290: DC.4+.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332860		NextSeq 500	NextSeq 500	ILLUMINA	12936244	384203666	12936244	970218300	GSM2692290_r1	DC.4+.Sp.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799502.sralite.1	268137970	2020-03-26 13:38:15	a9242384e9b277d702771526d9316c7a	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799502.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799502/DC.4%2B.Sp.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799502/SRR5799502.zq.1	gs.US	gcp identity	GSM2692290	Spleen	C57BL/6		Dendritic Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799502/SRR5799502_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799502/SRR5799502_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799502/SRR5799502_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799502/SRR5799502_2.fastq.gz
SRR5799503	SRP110978	ImmGen ATAC-seq data	SRX2978970	GSM2692291: DC.pDC.Sp#1; Mus musculus; ATAC-seq	GSM2692291: DC.pDC.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332862		NextSeq 500	NextSeq 500	ILLUMINA	10230915	295333836	10230915	767318625	GSM2692291_r1	SRR5799503.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799503.sralite.1	193417345	2020-06-20 18:31:40	2854235c560fce98ed10ac08b38e8326	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799503.sralite.1	worldwide	anonymous	s3://sra-pub-zq-5/SRR5799503/SRR5799503.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-7/SRR5799503/SRR5799503.zq.1	gs.US	gcp identity	GSM2692291	Spleen	C57BL/6		Dendritic Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799503/SRR5799503_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799503/SRR5799503_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799503/SRR5799503_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799503/SRR5799503_2.fastq.gz
SRR5799504	SRP110978	ImmGen ATAC-seq data	SRX2978971	GSM2692292: DC.4+.Sp#2; Mus musculus; ATAC-seq	GSM2692292: DC.4+.Sp#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332863		NextSeq 500	NextSeq 500	ILLUMINA	13409086	394480043	13409086	1005681450	GSM2692292_r1	DC.4+.Sp.rep2.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799504.sralite.1	274131609	2020-03-26 12:23:12	2a50cf87aab5c9371966893b3e38dbbf	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799504.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799504/DC.4%2B.Sp.rep2.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799504/SRR5799504.zq.1	gs.US	gcp identity	GSM2692292	Spleen	C57BL/6		Dendritic Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799504/SRR5799504_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799504/SRR5799504_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799504/SRR5799504_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799504/SRR5799504_2.fastq.gz
SRR5799505	SRP110978	ImmGen ATAC-seq data	SRX2978972	GSM2692293: MF.microglia.CNS#1; Mus musculus; ATAC-seq	GSM2692293: MF.microglia.CNS#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332864		NextSeq 500	NextSeq 500	ILLUMINA	11197549	331584383	11197549	839816175	GSM2692293_r1	MF.microglia.CNS.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799505.sralite.1	228097154	2020-03-26 04:25:31	da76d875e30c337c6223d1dfc748328b	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799505.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799505/MF.microglia.CNS.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799505/SRR5799505.zq.1	gs.US	gcp identity	GSM2692293	brain	C57BL/6		Microglia		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799505/SRR5799505_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799505/SRR5799505_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799505/SRR5799505_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799505/SRR5799505_2.fastq.gz
SRR5799506	SRP110978	ImmGen ATAC-seq data	SRX2978973	GSM2692294: FRC.CD140a+.Madcam-.CD35-.SLN#1; Mus musculus; ATAC-seq	GSM2692294: FRC.CD140a+.Madcam-.CD35-.SLN#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332865		NextSeq 500	NextSeq 500	ILLUMINA	12884348	368654571	12884348	966326100	GSM2692294_r1	FRC.CD140a+.Madcam-.CD35-.SLN.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799506.sralite.1	258835838	2020-03-26 13:39:13	4d8b03fb032114b7a7b984519d052254	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799506.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799506/FRC.CD140a%2B.Madcam-.CD35-.SLN.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799506/SRR5799506.zq.1	gs.US	gcp identity	GSM2692294	Skin draining lymph node	C57BL/6		Stromal Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799506/SRR5799506_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799506/SRR5799506_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799506/SRR5799506_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799506/SRR5799506_2.fastq.gz
SRR5799507	SRP110978	ImmGen ATAC-seq data	SRX2978974	GSM2692295: LEC.SLN#1; Mus musculus; ATAC-seq	GSM2692295: LEC.SLN#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332866		NextSeq 500	NextSeq 500	ILLUMINA	13104980	372390200	13104980	982873500	GSM2692295_r1	SRR5799507.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799507.sralite.1	247441942	2020-06-21 21:16:38	8904859b7b416865607bd682feb613a7	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799507.sralite.1	worldwide	anonymous	s3://sra-pub-zq-2/SRR5799507/SRR5799507.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799507/SRR5799507.zq.1	gs.US	gcp identity	GSM2692295	Skin draining lymph node	C57BL/6		Stromal Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799507/SRR5799507_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799507/SRR5799507_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799507/SRR5799507_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799507/SRR5799507_2.fastq.gz
SRR5799508	SRP110978	ImmGen ATAC-seq data	SRX2978975	GSM2692296: LEC.SLN#2; Mus musculus; ATAC-seq	GSM2692296: LEC.SLN#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332867		NextSeq 500	NextSeq 500	ILLUMINA	17288646	483643520	17288646	1296648450	GSM2692296_r1	LEC.SLN.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799508.sralite.1	342516352	2020-03-26 18:48:40	89c65f8823938d15163ede629440b09c	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799508.sralite.1	worldwide	anonymous	s3://sra-pub-src-5/SRR5799508/LEC.SLN.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799508/SRR5799508.zq.1	gs.US	gcp identity	GSM2692296	Skin draining lymph node	C57BL/6		Stromal Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799508/SRR5799508_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799508/SRR5799508_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799508/SRR5799508_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799508/SRR5799508_2.fastq.gz
SRR5799509	SRP110978	ImmGen ATAC-seq data	SRX2978976	GSM2692297: BEC.SLN#1; Mus musculus; ATAC-seq	GSM2692297: BEC.SLN#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332868		NextSeq 500	NextSeq 500	ILLUMINA	12305159	360239868	12305159	922886925	GSM2692297_r1	BEC.SLN.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799509.sralite.1	252170770	2020-03-26 19:48:15	eef39c1d7fdd0bbde84170b792dd194a	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799509.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799509/BEC.SLN.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799509/SRR5799509.zq.1	gs.US	gcp identity	GSM2692297	Skin draining lymph node	C57BL/6		Stromal Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799509/SRR5799509_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799509/SRR5799509_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799509/SRR5799509_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799509/SRR5799509_2.fastq.gz
SRR5799510	SRP110978	ImmGen ATAC-seq data	SRX2978977	GSM2692298: IAP.SLN#1; Mus musculus; ATAC-seq	GSM2692298: IAP.SLN#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332869		NextSeq 500	NextSeq 500	ILLUMINA	12442699	358736493	12442699	933202425	GSM2692298_r1	IAP.SLN.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799510.sralite.1	252136148	2020-03-26 18:46:19	16cf4360b0f7687e0801ca049bb9c6d1	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799510.sralite.1	worldwide	anonymous	s3://sra-pub-src-5/SRR5799510/IAP.SLN.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799510/SRR5799510.zq.1	gs.US	gcp identity	GSM2692298	Skin draining lymph node	C57BL/6		Stromal Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799510/SRR5799510_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799510/SRR5799510_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799510/SRR5799510_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799510/SRR5799510_2.fastq.gz
SRR5799511	SRP110978	ImmGen ATAC-seq data	SRX2978978	GSM2692299: IAP.SLN#2; Mus musculus; ATAC-seq	GSM2692299: IAP.SLN#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332870		NextSeq 500	NextSeq 500	ILLUMINA	11077572	331642798	11077572	830817900	GSM2692299_r1	SRR5799511	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799511/SRR5799511	331644323	2017-07-03 11:30:44	0eaa3959f0f5a1b0779ac3a69a031d24	1	SRA Normalized	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799511.sralite.1	worldwide	anonymous	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799511/SRR5799511	worldwide	anonymous	gs://sra-pub-zq-6/SRR5799511/SRR5799511.zq.1	gs.US	gcp identity	GSM2692299	Skin draining lymph node	C57BL/6		Stromal Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799511/SRR5799511_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799511/SRR5799511_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799511/SRR5799511_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799511/SRR5799511_2.fastq.gz
